youtube_video_id,youtube_url,title_original,channel_name,language,topic,duration_seconds,availability,description_checked,description_characters,youtube_chapters_checked,chapter_count,captions_checked,caption_languages,contains_marketing_signal,professional_source_signal,evidence_score,preliminary_decision,decision_reason
-FUJIeErADk,https://www.youtube.com/watch?v=-FUJIeErADk,לקט היט אייר ניפוחים-הדגמת אפוד לרוכבי אופנוע עם כריות אוויר בעברית,HiTAiR-Nanotech Israel,he,protective_gear,51,public,True,472,True,0,True,,True,False,0,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
amNoaDkfwxg,https://www.youtube.com/watch?v=amNoaDkfwxg,מעצר רוכבי אופנועי שטח המנסים להימלט משוטרים,Israel Police - משטרת ישראל,he,hills,78,public,True,284,True,0,True,iw,False,False,4,eligible_for_content_review,caption_tracks=1
XlPFPsOa4Mg,https://www.youtube.com/watch?v=XlPFPsOa4Mg,איך לשרוד על הכביש עם אופנוע- היגוי נגדי,Maticycles,he,countersteering,277,public,True,0,True,0,True,,False,False,1,rejected,description_missing; no_chapters_or_captions_for_content_evidence
domdIpzNKbc,https://www.youtube.com/watch?v=domdIpzNKbc,משימה מספר 5 במגרש בטסט על אופנוע - או בשמה הנוסף 8! תראו טיפים לשמונה | נתיבים - בית ספר לנהיגה,Netivims,he,slow_control,79,public,True,1050,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,True,True,5,eligible_for_content_review,caption_tracks=157; professional_source_signal; marketing_signal_present
cSy1Yy_fdQM,https://www.youtube.com/watch?v=cSy1Yy_fdQM,תמיר משה מספר כיצד המערכת של ריידויז'ן עוזרת לו לרכוב בטוח יותר,Ride Vision,he,night,66,public,True,77,True,0,True,,False,True,3,rejected,no_chapters_or_captions_for_content_evidence
QropDkHAQI4,https://www.youtube.com/watch?v=QropDkHAQI4,עייפות וקשיים טכניים - רכיבת אנדורו פארק קנדה NOPRO-13 Enduro riding Canada Park,Tal Mazar,he,fatigue,530,public,True,27,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|en-orig|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,False,5,eligible_for_content_review,caption_tracks=157
hw3vNwd76n8,https://www.youtube.com/watch?v=hw3vNwd76n8,איך לשמור על בטיחות בנסיעה על אופנוע | 7 כללים של מקצוענים,The How To Channel,he,water_crossing,1303,public,True,1314,True,0,True,,False,True,5,rejected,no_chapters_or_captions_for_content_evidence
rFg33tIM5BY,https://www.youtube.com/watch?v=rFg33tIM5BY,בדיקות לפני רכיבה - גלגל אופניים,גלגל אופניים,he,pre_ride,147,public,True,172,True,0,True,,True,False,0,rejected,no_chapters_or_captions_for_content_evidence
3FW73-GfqkU,https://www.youtube.com/watch?v=3FW73-GfqkU,חילוץ 4X4 מחוף הים,יוסי מאיר,he,recovery,22,public,True,184,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,False,4,rejected,too_short_for_release_depth
RXAvPjawlkY,https://www.youtube.com/watch?v=RXAvPjawlkY,טיז אזלמה-ראס מועכף-טבק אום קוניס-ראש טור -רכיבת אופנועים,משה טיולי שטח Moto Tours,he,navigation,204,public,True,93,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|en-orig|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,False,5,eligible_for_content_review,caption_tracks=157
uf7L_H6I3lE,https://www.youtube.com/watch?v=uf7L_H6I3lE,מעבר המכוך - אופנועי שטח,משה טיולי שטח Moto Tours,he,mud,1076,public,True,139,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
xDIQPsq1kSk,https://www.youtube.com/watch?v=xDIQPsq1kSk,מסע אופנועי שטח דו יומי מבת שלמה לגולן והגליל,ADV Moto Life,he,lifting,1775,public,True,543,True,8,True,,False,False,5,rejected,title_indicates_non_instructional_or_promotional_content
FXZLg82hwnU,https://www.youtube.com/watch?v=FXZLg82hwnU,מה עושים אם מגיעים לפנייה או סיבוב ומגלים שהגענו מהר מדי? כל התשובות בסרטון.,משה פרחי - רכיבה מתקדמת,he,advanced_training,148,public,True,370,True,0,True,,False,True,4,rejected,no_chapters_or_captions_for_content_evidence
_0ajYJOe-LQ,https://www.youtube.com/watch?v=_0ajYJOe-LQ,קורס רכיבה לאופנועים וקטנועים במגרש סגור וסטרילי - PRO1,ProRiding Israel,he,school_seed,250,public,True,364,True,0,True,,False,True,4,rejected,no_chapters_or_captions_for_content_evidence
NJtlZvGq7m8,https://www.youtube.com/watch?v=NJtlZvGq7m8,אדוונצ'ר נגד המוחרקה,Wild Adventures - Itay Dor,he,gravel,2206,public,True,699,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,False,5,eligible_for_content_review,caption_tracks=157
4g26zZNA7Tg,https://www.youtube.com/watch?v=4g26zZNA7Tg,פול טארס בישראל: הדרכת מתקדמים,ADV Moto Life,he,channel_seed,1452,public,True,191,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,True,7,eligible_for_content_review,caption_tracks=157; professional_source_signal
ChjYX_SAhx8,https://www.youtube.com/watch?v=ChjYX_SAhx8,הדרכת  רכיבת שטח - אנדורו עם אלוף הארץ סוף סלע בחסות KTM,"Doron Aviad: Enduro, MMA, Ski",he,water_crossing,809,public,True,1473,True,0,True,live_chat,True,True,6,eligible_for_content_review,caption_tracks=1; professional_source_signal; marketing_signal_present
yc647KP8XFE,https://www.youtube.com/watch?v=yc647KP8XFE,איך לשטוף אופנוע שטח,EFM Sports,he,mud,487,public,True,260,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
f-8RzryKY8Y,https://www.youtube.com/watch?v=f-8RzryKY8Y,איך לשרוד על הכביש עם אופנוע- בלמים,Maticycles,he,urban_hazards,616,public,True,0,True,0,True,,False,False,1,rejected,description_missing; no_chapters_or_captions_for_content_evidence
VOGyP6IYwhU,https://www.youtube.com/watch?v=VOGyP6IYwhU,בדיקת אופנוע לפני קנייה .,Moto Lamed,he,pre_ride,649,public,True,354,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,False,5,eligible_for_content_review,caption_tracks=157
4bcvJGEQuOQ,https://www.youtube.com/watch?v=4bcvJGEQuOQ,אלפינסטארס טק אייר בישראל - נציג החברה בראיון במוטו דוגרי,Moto Magazine,he,tires,370,public,True,124,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|en-orig|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,False,5,eligible_for_content_review,caption_tracks=157
MSLfEnMJLrY,https://www.youtube.com/watch?v=MSLfEnMJLrY,הדרכת מעבר מכשולים של קובי חמד  Enduro Training Kobi Hemed,Nati Hadad Professional Photography,he,obstacles,1097,public,True,44,True,0,True,,False,True,4,rejected,no_chapters_or_captions_for_content_evidence
ujNXxOrsMrI,https://www.youtube.com/watch?v=ujNXxOrsMrI,תאונת אופנוע וטרקטורון Motorcycle And ATV Accident 12/8/16,avior,he,recovery,15,public,True,50,True,0,True,,False,False,1,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
MUS50DTNBgI,https://www.youtube.com/watch?v=MUS50DTNBgI,היגוי הפוך,dark zedd,he,countersteering,619,public,True,32,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
Y9D-PPxI-jo,https://www.youtube.com/watch?v=Y9D-PPxI-jo,מבחן בטיחות וסקירה למיגון מתנפח אפוד מתנפח ותיק גב מתנפח של חברת MOTOAIRBAG האיטלקית,freesbe מטרו,he,protective_gear,178,public,True,0,True,0,True,,False,False,1,rejected,description_missing; no_chapters_or_captions_for_content_evidence; title_indicates_non_instructional_or_promotional_content
_jfkeh4b2ks,https://www.youtube.com/watch?v=_jfkeh4b2ks,שרשרת לאופנוע - טיפים והמלצות לשימון וכיוון שרשרת,אתר מידרג,he,maintenance,133,public,True,293,True,0,True,iw,False,False,5,eligible_for_content_review,caption_tracks=1
Nix5yh2r-04,https://www.youtube.com/watch?v=Nix5yh2r-04,מדריך בייקס - כיצד להחליף פנימית,בייקס - byx.co.il,he,puncture,218,public,True,243,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,True,7,eligible_for_content_review,caption_tracks=157; professional_source_signal
tG3Z2jqkjcU,https://www.youtube.com/watch?v=tG3Z2jqkjcU,מה זה מבחן שליטה לאופנוע? | בית ספר לנהיגה נתיבים,בית ספר לנהיגה נתיבים,he,slow_control,14,public,True,0,True,0,True,,False,True,2,rejected,too_short_for_release_depth; description_missing; no_chapters_or_captions_for_content_evidence; title_indicates_non_instructional_or_promotional_content
g8LTT8UBvmE,https://www.youtube.com/watch?v=g8LTT8UBvmE,איך מנפיקים לוחית רישוי לקורקינט חשמלי ואופניים חשמליים? | רישום והתקנת לוחית זיהוי על כלי חשמלי,הרשות הלאומית לבטיחות בדרכים,he,safety_body,57,public,True,948,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,True,7,rejected,too_short_for_release_depth
7OQxC1D0cdY,https://www.youtube.com/watch?v=7OQxC1D0cdY,טיפים לפני טסט אופנוע - כרמל תחבורה,כרמל תחבורה 2005 בע״מ,he,cornering,842,public,True,1383,True,0,True,,True,False,1,rejected,no_chapters_or_captions_for_content_evidence; title_indicates_non_instructional_or_promotional_content
DSbsGr1txnU,https://www.youtube.com/watch?v=DSbsGr1txnU,מתחילים במדבר- רכיבה למתחילים #7,משה טיולי שטח Moto Tours,he,navigation,174,public,True,250,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|en-orig|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,False,5,eligible_for_content_review,caption_tracks=157
gasnoxJav_U,https://www.youtube.com/watch?v=gasnoxJav_U,משה פרחי ממליץ: רכיבה בתקופת הסתיו והחורף,משה פרחי - רכיבה מתקדמת,he,rain,74,public,True,200,True,0,True,,False,True,3,rejected,no_chapters_or_captions_for_content_evidence
0gCrcRz7dd0,https://www.youtube.com/watch?v=0gCrcRz7dd0,ביטוח לאופנועים ולרוכבים - כפיר לוין מפרוריידינג מסביר,ProRiding Israel,he,group_riding,216,public,True,286,True,0,True,,False,True,4,rejected,no_chapters_or_captions_for_content_evidence
aQE9gcT-g1k,https://www.youtube.com/watch?v=aQE9gcT-g1k,עליית מדרגה ברכיבה,Cohen Adventure (‫צביקה כהן השטח‬‎),he,obstacles,130,public,True,117,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
GnnNDtSXvlM,https://www.youtube.com/watch?v=GnnNDtSXvlM,הדרכת אופנועים חשמליים עם טים קולמן,ADV Moto Life,he,channel_seed,1247,public,True,422,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,True,8,eligible_for_content_review,caption_tracks=157; professional_source_signal
Qx6G0gkQ048,https://www.youtube.com/watch?v=Qx6G0gkQ048,ASK Ralbad | איך רוכבים בגשם ועל כביש רטוב?,Ask Ralbad,he,rain,121,public,True,74,True,0,True,iw,False,True,7,eligible_for_content_review,caption_tracks=1; professional_source_signal
W4n81NgcRDg,https://www.youtube.com/watch?v=W4n81NgcRDg,ASK Ralbad | איך לבצע היגוי נגדי באופנוע?,Ask Ralbad,he,countersteering,43,public,True,74,True,0,True,iw,False,True,6,rejected,too_short_for_release_depth
gbhwSkmGLPA,https://www.youtube.com/watch?v=gbhwSkmGLPA,2 רוכבים מתחילים נגד הר הזבל 😅 | אימון שטח למתחילים,Ben S. (bflance),he,offroad_basics,4561,public,True,554,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,True,7,eligible_for_content_review,caption_tracks=157; professional_source_signal
0sfdui8MXUA,https://www.youtube.com/watch?v=0sfdui8MXUA,רכיבה ראשונה על אופנועי האנדורו של גאס גאס,FullgaZ Magazine,he,water_crossing,265,public,True,438,True,0,True,,False,False,3,rejected,no_chapters_or_captions_for_content_evidence; title_indicates_non_instructional_or_promotional_content
nCfu6Iq4BmU,https://www.youtube.com/watch?v=nCfu6Iq4BmU,"לרדת את מעלה יבנאל עם אופנוע, סוכות 2022",Ilan Levi,he,gravel,254,public,True,0,True,0,True,,False,False,1,rejected,description_missing; no_chapters_or_captions_for_content_evidence
zj_89qfRSkw,https://www.youtube.com/watch?v=zj_89qfRSkw,! רכיבה מתקדמת! כל מה שרציתם לדעת על קורס רכיבה מתקדמת,Moto Lamed,he,advanced_training,820,public,True,131,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
5d96LXhQPxA,https://www.youtube.com/watch?v=5d96LXhQPxA,נושא הדרכות הרכיבה לאופנועים בכתבה של ערד ניר בערוץ 12,ProRiding Israel,he,safety_body,147,public,True,602,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,True,8,eligible_for_content_review,caption_tracks=157; professional_source_signal
gNlX7HTbKlk,https://www.youtube.com/watch?v=gNlX7HTbKlk,פרוריידינג - הדרכות רכיבה לכולם!,ProRiding Israel,he,school_seed,53,public,True,167,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|en-orig|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,True,6,rejected,too_short_for_release_depth
3rNBxtj8AkE,https://www.youtube.com/watch?v=3rNBxtj8AkE,SM26 - מיגון שווה לתחת!,SM26,he,protective_gear,799,public,True,1236,True,0,True,,False,False,3,rejected,no_chapters_or_captions_for_content_evidence
4D4VppOghj4,https://www.youtube.com/watch?v=4D4VppOghj4,היחידי שיודע.....,Shimron Shimron,he,lifting,62,public,True,38,True,0,True,aa|ab|af|ak|am|ar|ar-orig|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,False,4,eligible_for_content_review,caption_tracks=157
